signal_date,effective_date,ticker,vcrf_state,floor_price,recognition_price,total_score,tradable_flag,signal_version,underwrite_score,realization_score,position_state,primary_type,sector_route,flow_stage,announcement_date,reject_reason,underwrite_intrinsic_value_floor_score,underwrite_intrinsic_value_floor_floor_price,underwrite_intrinsic_value_floor_floor_protection,underwrite_intrinsic_value_floor_anchor,underwrite_survival_boundary_score,underwrite_survival_boundary_coverage,underwrite_survival_boundary_cash_coverage,underwrite_survival_boundary_cfo_support,underwrite_survival_boundary_net_cash_ratio,underwrite_survival_boundary_z_score,underwrite_survival_boundary_interest_coverage,underwrite_survival_boundary_equity_positive,underwrite_survival_boundary_state_owned_support,underwrite_survival_boundary_tripwire_threshold,underwrite_survival_boundary_interest_coverage_bypass,underwrite_survival_boundary_tripwire_reject,underwrite_governance_anti_fraud_score,underwrite_business_or_asset_quality_score,underwrite_normalized_earnings_power_score,underwrite_normalized_earnings_power_implied_price,underwrite_normalized_earnings_power_value_ratio,underwrite_normalized_earnings_power_anchor,underwrite_weight_intrinsic_value_floor,underwrite_weight_survival_boundary,underwrite_weight_governance_anti_fraud,underwrite_weight_business_or_asset_quality,underwrite_weight_normalized_earnings_power,realization_repair_state_score,realization_repair_state_repair_state,realization_regime_cycle_position_score,realization_marginal_buyer_probability_score,realization_marginal_buyer_probability_neutral_default,realization_flow_confirmation_score,realization_flow_confirmation_flow_stage,realization_elasticity_score,realization_elasticity_size_score_raw,realization_elasticity_size_score_used,realization_elasticity_size_relief_applied,realization_catalyst_quality_score,realization_catalyst_quality_neutral_default,realization_weight_repair_state,realization_weight_regime_cycle_position,realization_weight_marginal_buyer_probability,realization_weight_flow_confirmation,realization_weight_elasticity,realization_weight_catalyst_quality,realization_neutral_dropped_components
2019-01-31,2019-02-01,920021,REJECT,,,45.79,0,tushare_pit_v1,49.42,40.34,reject,compounder,rigid_shovel,latent,2019-01-31,,0.0,,,unknown,95.0,10.037386878421053,10.037386878421053,0.6068611968421053,0.42566962216012105,8.9578359028893,33.84257448064265,True,False,0.8,True,False,100.0,52.59,0.0,,,rigid_shovel_capex_mid_cycle,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,33.25,latent,15.0,60.0,60.0,False,50.0,True,0.0,0.444444,0.0,0.555556,0.0,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,002642,REJECT,3.21,0.54,46.24,1,tushare_pit_v1,40.62,54.67,reject,compounder,unknown,latent,2020-05-29,,0.0,3.2116562048060926,0.5991378402575561,conservative_book,72.0,1.8755846618514753,1.8755846618514753,-1.9031466603255343,0.02298111360177719,5.870353851893607,5.188292450391931,True,False,0.8,True,False,100.0,33.9,0.0,0.025902446632056247,0.004832128641070963,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,65.0,50.0,True,42.75,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,603530,REJECT,1.97,3.06,45.61,1,tushare_pit_v1,38.4,56.42,reject,compounder,unknown,ignition,2020-05-29,business is not understandable,0.0,1.9744529171695087,0.08407999953171875,conservative_book,80.0,1517.2342007202485,1517.2342007202485,-24.04565144163841,0.24381224640214516,7.567745794288657,6.856409893449474,True,False,0.8,True,False,100.0,14.0,0.0,0.3818586205644935,0.01626104748259692,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,52.0,ignition,96.5,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,601788,REJECT,7.39,1.16,45.18,1,tushare_pit_v1,51.91,35.09,reject,compounder,unknown,latent,2020-05-29,,20.0,7.393201887259076,0.721171854747212,conservative_book,100.0,26.74627636254801,26.74627636254801,4.930389290509831,0.5622007763252177,7.702791515912932,1.4110941555792547,True,False,0.8,False,False,100.0,41.54,0.0,1.7962873732453606,0.17521933208057125,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,25.25,latent,19.75,10.0,10.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,300815,REJECT,4.4,6.46,43.97,1,tushare_pit_v1,45.14,42.21,reject,compounder,financial_asset,latent,2020-05-29,,0.0,4.402149811910531,0.11051675458218756,stressed_nav,80.0,2.626847725093563,2.626847725093563,-0.08030764489207157,0.2172280347130015,6.903271474397783,16.571445171874696,True,False,0.8,True,False,100.0,63.57,0.0,5.380405325668427,0.13507603337822924,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,31.5,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,688068,REJECT,4.96,4.56,43.49,1,tushare_pit_v1,38.4,51.13,reject,compounder,unknown,latent,2020-05-29,business is not understandable,0.0,4.957375863426257,0.13563691277893616,conservative_book,80.0,162.23764649599997,162.23764649599997,-3.266946164,0.5341097232522427,9.547237875507191,-6.961728773639282,True,False,0.8,False,False,100.0,14.0,0.0,0.041988588292192125,0.0011488341099806225,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,42.0,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,601038,REJECT,3.07,-6.11,43.21,1,tushare_pit_v1,42.08,44.91,reject,compounder,unknown,ignition,2020-05-29,,0.0,3.071020593905332,0.33084762103845955,conservative_book,62.0,1.1786651704289652,1.1786651704289652,-0.04050818091804718,0.028828140872723923,4.7433553616605835,36.16195172105318,True,False,0.8,True,False,100.0,52.22,0.0,1.5256553375236532,0.16436211464881129,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,31.2,50.0,True,51.25,ignition,93.71,96.718728,96.718728,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,603088,REJECT,0.84,1.06,41.12,1,tushare_pit_v1,41.39,40.71,reject,compounder,unknown,ignition,2020-05-29,,0.0,0.8353197794662084,0.240159240145381,conservative_book,80.0,2.0,2.0,1.5,,7.182528844199855,6.915592457452498,True,False,0.8,True,False,100.0,28.94,0.0,0.28214201422726154,0.08111745156233008,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,51.25,ignition,94.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,300062,REJECT,1.14,0.42,39.88,1,tushare_pit_v1,29.17,55.95,reject,turnaround,unknown,latent,2020-05-29,debt wall coverage fails survival tripwire,0.0,1.1369460530405648,0.35688168040244633,conservative_book,20.0,0.7843748614600009,0.7843748614600009,-0.03371892915116349,-0.0644947741828757,3.898234410928857,-1.846058287309139,True,False,0.8,False,True,100.0,43.7,0.0,-0.5714787531604302,-0.17938432276250882,conservative_fallback,0.18,0.34,0.18,0.1,0.2,75.0,repairing,57.2,50.0,True,34.0,latent,93.25,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,600489,REJECT,2.56,0.09,37.39,1,tushare_pit_v1,38.9,35.12,reject,compounder,core_resource,latent,2020-05-29,,0.0,2.556409148162836,0.30427765553668107,stressed_book,20.0,0.23562482544036292,0.23562482544036292,-0.0614261989734028,-0.23891283761235188,2.804516844732237,2.767915029825918,True,False,0.8,True,False,100.0,82.5,0.0,0.28009539663637534,0.03333847036041993,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,20.0,none,31.2,50.0,True,39.5,latent,22.0,10.0,10.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-05-29,2020-06-01,300664,REJECT,3.03,4.51,36.05,1,tushare_pit_v1,34.15,38.91,reject,compounder,unknown,latent,2020-05-29,,0.0,3.0271661470815743,0.39224886055300756,conservative_book,44.0,0.9734701734203411,0.9734701734203411,-0.11004989365466138,-0.0026054108061115138,5.003914827525992,4.388428749209789,True,False,0.8,True,False,100.0,32.35,0.0,0.6402748259130763,0.08296441579439072,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,25.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-19,2020-06-22,920422,REJECT,,,36.41,0,tushare_pit_v1,42.52,27.25,reject,compounder,unknown,latent,2020-06-19,,0.0,,,unknown,80.0,3.396402576841335,3.396402576841335,-0.14526671180778236,0.1778841242446414,6.330928338579381,34.512130545317056,True,False,0.8,True,False,100.0,34.62,0.0,,,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,33.25,latent,15.0,60.0,60.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,000001,READY,14.2,20.83,70.08,1,tushare_pit_v1,85.72,46.63,ready,compounder,financial_asset,latent,2020-06-30,,100.0,14.201212040468121,1.2766703788379998,stressed_nav,80.0,2.0,2.0,1.5,,3.9593984460946428,0.4759596659021076,True,False,0.8,False,False,100.0,56.14,85.0,17.35703693834993,1.5603749074686666,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,600284,READY,4.98,7.31,62.89,1,tushare_pit_v1,73.75,46.59,ready,compounder,financial_asset,latent,2020-06-30,,65.0,4.984374150999106,0.9362985449834514,stressed_nav,80.0,49.06795513229999,49.06795513229999,-20.7847951806,0.34425273077859736,6.998003994861823,7.395967708291289,True,False,0.8,True,False,100.0,81.34,50.0,6.09201285122113,1.1443648883131072,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,57.2,50.0,True,34.0,latent,89.96,96.13170240000001,96.13170240000001,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,600658,REJECT,5.1,7.48,61.12,1,tushare_pit_v1,69.78,48.13,reject,compounder,financial_asset,latent,2020-06-30,,65.0,5.101480485708288,0.9140108592779929,stressed_nav,72.0,4.909754031010574,4.909754031010574,-0.9132688330124851,0.09924168823938725,5.455188274763308,2.800349504197917,True,False,0.8,True,False,100.0,66.61,50.0,6.235142815865686,1.1171243835619913,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,43.25,latent,90.54,93.288189124,93.288189124,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002189,REJECT,3.68,4.76,53.97,1,tushare_pit_v1,50.41,59.3,reject,turnaround,unknown,latent,2020-06-30,,0.0,3.679490291842854,0.2196046783008257,conservative_book,85.0,7.558009282523365,7.558009282523365,0.019864567009345795,0.21539671239947758,5.943276906673209,-6.919489653012873,True,False,0.8,False,False,100.0,35.11,0.0,-0.7569646328260854,-0.04517826152317912,conservative_fallback,0.18,0.34,0.18,0.1,0.2,75.0,repairing,57.2,50.0,True,42.0,latent,96.25,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002337,REJECT,1.73,0.2,53.89,0,tushare_pit_v1,51.97,56.76,reject,turnaround,core_resource,latent,2020-06-30,,0.0,1.7333612218959908,0.5310158293378421,stressed_book,80.0,2.0,2.0,1.5,,7.8000751202351175,-6.496737505878262,True,False,0.8,False,False,100.0,67.71,0.0,-0.16195066210763642,-0.04961364317175169,core_resource_mid_cycle,0.23,0.34,0.18,0.1,0.15,75.0,repairing,80.8,50.0,True,34.0,latent,15.0,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002955,REJECT,8.48,12.33,52.51,1,tushare_pit_v1,50.39,55.7,reject,turnaround,unknown,latent,2020-06-30,,0.0,8.483428468068254,0.30074221109516264,conservative_book,80.0,48.694314886294606,48.694314886294606,-19.079650021126863,0.4014795971423778,8.388063635978783,-5.5313897842935065,True,False,0.8,False,False,100.0,51.87,0.0,-1.5010197049403156,-0.05321197516550183,conservative_fallback,0.18,0.34,0.18,0.1,0.2,75.0,repairing,39.2,50.0,True,42.0,latent,96.25,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,600103,REJECT,1.13,0.57,52.51,1,tushare_pit_v1,52.62,52.35,reject,turnaround,unknown,latent,2020-06-30,,20.0,1.1278897930401517,0.6067602808711806,conservative_book,80.0,2.9548280650143504,2.9548280650143504,-0.12161331246011826,0.22669325780142896,6.8856591877933475,-1.700788052878299,True,False,0.8,False,False,100.0,38.16,0.0,-0.05901449631618975,-0.03174747442634923,conservative_fallback,0.18,0.34,0.18,0.1,0.2,75.0,repairing,39.2,50.0,True,34.0,latent,93.25,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002489,REJECT,1.28,0.83,52.49,1,tushare_pit_v1,47.34,60.22,reject,compounder,unknown,ignition,2020-06-30,,0.0,1.2839558375499094,0.3420079934098725,conservative_book,95.0,1.8732952849398492,1.8732952849398492,0.5936939894864036,0.11524205622749852,6.129972807783977,544.8264916797191,True,False,0.8,True,False,100.0,42.19,0.0,1.134976731684977,0.30232435043186245,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,60.0,ignition,88.04,90.047126936,90.047126936,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002040,REJECT,4.52,3.52,51.66,1,tushare_pit_v1,46.09,60.02,reject,cyclical,core_resource,latent,2020-06-30,,45.0,4.515930545230938,0.7653193149652733,stressed_book,40.0,0.5189884556286802,0.5189884556286802,0.11538382081745757,-0.030268055036677673,5.003717478296981,3.5824931647683873,True,False,0.3,True,False,100.0,74.19,0.0,0.39376199536023726,0.06673124343480025,core_resource_mid_cycle,0.25,0.25,0.1,0.2,0.2,50.0,stabilizing,65.0,50.0,True,34.0,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.457143,0.0,0.342857,0.2,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,000795,REJECT,1.56,1.55,50.42,1,tushare_pit_v1,45.47,57.84,reject,compounder,rigid_shovel,trend,2020-06-30,,0.0,1.6610807838889374,0.29612913152207115,stressed_book,80.0,1.9991532724818601,1.9991532724818601,-0.2783464992163374,0.1078920908111855,6.10168026482597,4.8151106719167895,True,False,0.8,True,False,100.0,49.37,0.0,0.2280607084674369,0.04065751659269443,rigid_shovel_capex_mid_cycle,0.18,0.22,0.18,0.2,0.22,25.0,none,39.2,50.0,True,72.75,trend,87.54,94.166080428,94.166080428,False,50.0,True,0.0,0.444444,0.0,0.555556,0.0,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,000566,REJECT,2.78,-0.18,49.82,1,tushare_pit_v1,44.99,57.07,reject,turnaround,core_resource,latent,2020-06-30,,0.0,2.7776545050359682,0.3928955150948381,stressed_book,62.0,1.314322518275933,1.314322518275933,-0.033218185144966765,0.08662790119731846,5.026330438359357,-1.7024575047655435,True,False,0.8,False,False,100.0,59.13,0.0,-1.071985181854997,-0.15163087037475126,core_resource_mid_cycle,0.23,0.34,0.18,0.1,0.15,75.0,repairing,65.0,50.0,True,34.0,latent,84.32,85.965120084,85.965120084,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,600827,REJECT,4.08,10.06,49.21,1,tushare_pit_v1,46.98,52.56,reject,compounder,consumer,ignition,2020-06-30,,0.0,4.080612514809209,0.297330721642353,no_growth_owner_earnings,90.0,9.673309339018727,9.673309339018727,0.3436606589412557,0.24892645345065992,6.069679122434469,18.83823262660352,True,False,0.8,True,False,100.0,45.92,0.0,7.651148465267267,0.557495103079412,owner_earnings_anchor,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,55.25,ignition,43.17,37.262794624,37.262794624,False,50.0,True,0.0,0.444444,0.0,0.555556,0.0,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002642,REJECT,3.21,0.54,48.58,1,tushare_pit_v1,40.62,60.53,reject,compounder,unknown,ignition,2020-06-30,,0.0,3.2116562047518933,0.505728948618316,conservative_book,72.0,1.8755846618514753,1.8755846618514753,-1.9031466603255343,0.02298111360177719,5.870353851893607,5.188292450391931,True,False,0.8,True,False,100.0,33.9,0.0,0.025902446631619124,0.004078773152079256,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,60.0,ignition,94.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,603808,REJECT,4.27,9.64,48.57,1,tushare_pit_v1,40.6,60.53,reject,compounder,unknown,ignition,2020-06-30,business is not understandable,0.0,4.273530666228654,0.36919320257326355,conservative_book,90.0,8.738029445089806,8.738029445089806,0.4866692218070842,0.20325407055811306,7.083659272720598,4.0677244663455845,True,False,0.8,True,False,100.0,14.0,0.0,5.268192828922409,0.4551227390629189,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,60.0,ignition,94.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,300217,REJECT,1.08,0.18,48.36,1,tushare_pit_v1,51.6,43.51,reject,turnaround,unknown,latent,2020-06-30,,0.0,1.0778186088153556,0.48825716233750976,conservative_book,90.0,2.4668729096578477,2.4668729096578477,0.23529913802605307,0.10167196033749236,5.683331391182974,-0.027572321115161943,True,False,0.8,False,False,100.0,30.02,0.0,-0.010169033615293466,-0.0046066225393669395,conservative_fallback,0.18,0.34,0.18,0.1,0.2,25.0,none,65.0,50.0,True,42.75,latent,93.25,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,601788,REJECT,7.39,1.16,46.46,1,tushare_pit_v1,48.31,43.68,reject,compounder,unknown,ignition,2020-06-30,,0.0,7.393201887253412,0.4908099858269607,conservative_book,100.0,26.74627636254801,26.74627636254801,4.930389290509831,0.5622007763252177,7.702791515912932,1.4110941555792547,True,False,0.8,False,False,100.0,41.54,0.0,1.7962873732439844,0.11924952052547799,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,61.5,ignition,45.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,002802,REJECT,2.37,4.72,45.48,1,tushare_pit_v1,48.76,40.56,reject,compounder,core_resource,ignition,2020-06-30,,0.0,2.3722744766768606,0.1996972527440417,stressed_book,80.0,2.0,2.0,1.5,,9.073063390783142,32.20185832496272,True,False,0.8,True,False,100.0,65.81,0.0,0.6342632805336416,0.05339206566704748,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,25.0,none,21.2,50.0,True,51.25,ignition,91.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,300517,REJECT,2.81,1.56,45.18,1,tushare_pit_v1,51.0,36.44,reject,compounder,unknown,latent,2020-06-30,,0.0,2.807304980818908,0.2934868054222372,conservative_book,100.0,23.232222714,23.232222714,3.261229468,0.14827615296290383,5.829469136955064,32.65977741566493,True,False,0.8,True,False,100.0,55.0,0.0,0.2293798884077319,0.023980283986550277,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,43.25,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,300815,REJECT,4.41,6.47,42.65,1,tushare_pit_v1,45.14,38.91,reject,compounder,financial_asset,latent,2020-06-30,,0.0,4.410073681571971,0.11138185637930839,stressed_nav,80.0,2.626847725093563,2.626847725093563,-0.08030764489207157,0.2172280347130015,6.903271474397783,16.571445171874696,True,False,0.8,True,False,100.0,63.57,0.0,5.390090055254632,0.1361333800191547,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,25.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,300373,REJECT,0.9,10.57,42.56,1,tushare_pit_v1,48.84,33.14,reject,compounder,tech,latent,2020-06-30,,0.0,0.9036808759983078,0.028102625035720263,no_growth_owner_earnings,87.0,2.2218444901224643,2.2218444901224643,0.5401825695313619,0.08543555823816723,6.22804005199205,26.715771162716425,True,False,0.8,True,False,100.0,58.48,0.0,1.6944016424968271,0.05269242194197549,owner_earnings_anchor,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,39.5,latent,66.78,62.677678364,62.677678364,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,688068,REJECT,4.98,4.58,42.4,1,tushare_pit_v1,38.4,48.41,reject,compounder,unknown,latent,2020-06-30,business is not understandable,0.0,4.979684054253738,0.11283418540055974,conservative_book,80.0,162.23764649599997,162.23764649599997,-3.266946164,0.5341097232522427,9.547237875507191,-6.961728773639282,True,False,0.8,False,False,100.0,14.0,0.0,0.04217753693478131,0.0009556967812391203,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,43.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,300664,REJECT,3.03,4.51,41.5,1,tushare_pit_v1,34.15,52.53,reject,compounder,unknown,ignition,2020-06-30,,0.0,3.0271661470815743,0.3548513527213015,conservative_book,44.0,0.9734701734203411,0.9734701734203411,-0.11004989365466138,-0.0026054108061115138,5.003914827525992,4.388428749209789,True,False,0.8,True,False,100.0,32.35,0.0,0.6402748259130763,0.07505448232753656,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,51.25,ignition,94.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,603530,REJECT,1.99,3.08,40.29,1,tushare_pit_v1,38.4,43.13,reject,compounder,unknown,latent,2020-06-30,business is not understandable,0.0,1.990643431113475,0.07252679578200204,conservative_book,80.0,1517.2342007202485,1517.2342007202485,-24.04565144163841,0.24381224640214516,7.567745794288657,6.856409893449474,True,False,0.8,True,False,100.0,14.0,0.0,0.3849898612576047,0.01402666123382692,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,33.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,300062,REJECT,1.14,0.42,39.88,1,tushare_pit_v1,29.17,55.95,reject,turnaround,unknown,latent,2020-06-30,debt wall coverage fails survival tripwire,0.0,1.1413028939635796,0.35076370873840446,conservative_book,20.0,0.7843748614600009,0.7843748614600009,-0.03371892915116349,-0.0644947741828757,3.898234410928857,-1.846058287309139,True,False,0.8,False,True,100.0,43.7,0.0,-0.5736686917346872,-0.17630916294372295,conservative_fallback,0.18,0.34,0.18,0.1,0.2,75.0,repairing,57.2,50.0,True,34.0,latent,93.25,100.0,100.0,False,50.0,True,0.35,0.2,0.0,0.4,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,603088,REJECT,0.86,1.09,39.47,1,tushare_pit_v1,41.39,36.59,reject,compounder,unknown,latent,2020-06-30,,0.0,0.862455989791394,0.23964844417201256,conservative_book,80.0,2.0,2.0,1.5,,7.182528844199855,6.915592457452498,True,False,0.8,True,False,100.0,28.94,0.0,0.2913076837443117,0.08094492242040381,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,43.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,601038,REJECT,3.07,-6.11,37.74,1,tushare_pit_v1,42.08,31.23,reject,compounder,unknown,latent,2020-06-30,,0.0,3.0710205939053314,0.35089899201048735,conservative_book,62.0,1.1786651704289652,1.1786651704289652,-0.04050818091804718,0.028828140872723923,4.7433553616605835,36.16195172105318,True,False,0.8,True,False,100.0,52.22,0.0,1.525655337523653,0.17432345493055743,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,31.2,50.0,True,25.25,latent,94.59,98.0490864,98.0490864,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-06-30,2020-07-01,600489,REJECT,2.56,0.08,37.39,1,tushare_pit_v1,38.9,35.12,reject,compounder,core_resource,latent,2020-06-30,,0.0,2.5564091482011393,0.3089383636129877,stressed_book,20.0,0.23562482544036292,0.23562482544036292,-0.0614261989734028,-0.23891283761235188,2.804516844732237,2.767915029825918,True,False,0.8,True,False,100.0,82.5,0.0,0.28009539664057204,0.03384912526797947,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,25.0,none,31.2,50.0,True,39.5,latent,22.0,10.0,10.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-07-29,2020-07-30,920422,REJECT,,,41.14,0,tushare_pit_v1,42.52,39.07,reject,compounder,unknown,latent,2020-07-29,,0.0,,,unknown,80.0,3.396402576841335,3.396402576841335,-0.14526671180778236,0.1778841242446414,6.330928338579381,34.512130545317056,True,False,0.8,True,False,100.0,34.62,0.0,,,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,33.25,latent,15.0,60.0,60.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2020-07-31,2020-08-03,000001,READY,14.2,20.83,71.2,1,tushare_pit_v1,81.32,56.03,ready,compounder,financial_asset,ignition,2020-07-31,,100.0,14.201212040462806,1.2249910681499463,stressed_nav,80.0,2.0,2.0,1.5,,3.9593984460946428,0.4759596659021076,True,False,0.8,False,False,100.0,56.14,65.0,17.357036938343434,1.4972113055166012,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,62.5,ignition,45.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
